,n_A,n_B,noise_level,iteration,method,bench_test,cluster_test
9811,500,500,0.4,270,ols,1.0109630420579565,0.2260762083564036
9812,500,500,0.4,270,ridge,0.9583308800473931,0.2418237633530201
9813,500,500,0.4,271,lasso,0.37482624344866755,0.4716042514936416
9814,500,500,0.4,271,ols,0.5112974969449164,0.8151174120378372
9815,500,500,0.4,271,ridge,0.4480353873185733,0.47206711623865427
9816,500,500,0.4,272,lasso,0.30368974487185524,0.21859487929330215
9817,500,500,0.4,272,ols,0.34925538567686243,0.22543635125711337
9818,500,500,0.4,272,ridge,0.3463563178185602,0.21843439143245275
9819,500,500,0.4,273,lasso,0.4231578439864616,0.19317352795773668
9820,500,500,0.4,273,ols,0.5077042328300336,0.19303961733018385
9821,500,500,0.4,273,ridge,0.4954659400975979,0.1952929643790422
9822,500,500,0.4,274,lasso,0.5118955575584428,0.16288033989538542
9823,500,500,0.4,274,ols,1.1630226348901498,0.2733263709068094
9824,500,500,0.4,274,ridge,1.0309635824304058,0.16970465684686847
9825,500,500,0.4,275,lasso,0.41909755460736386,0.22817020400028543
9826,500,500,0.4,275,ols,0.7327214836233311,0.3068300104295645
9827,500,500,0.4,275,ridge,0.6082403264084222,0.2413625757216245
9828,500,500,0.4,276,lasso,0.41057973602392195,0.1885941618998217
9829,500,500,0.4,276,ols,1.5683898105640626,0.2202998544043036
9830,500,500,0.4,276,ridge,1.4079552934986166,0.19662153913152935
9831,500,500,0.4,277,lasso,0.2660005598181553,0.19403418696077646
9832,500,500,0.4,277,ols,0.3456328404855175,0.31834951567279685
9833,500,500,0.4,277,ridge,0.32644538488076347,0.19610933775579298
9834,500,500,0.4,278,lasso,0.4637745752885808,0.19785246812098078
9835,500,500,0.4,278,ols,0.8603463841544975,0.37452449396914045
9836,500,500,0.4,278,ridge,0.6801980652653312,0.22752142243176
9837,500,500,0.4,279,lasso,0.21314773933273856,0.18347595000914468
9838,500,500,0.4,279,ols,0.2322609936942332,0.20319666786557294
9839,500,500,0.4,279,ridge,0.22984813887786595,0.191494189707687
9840,500,500,0.4,280,lasso,0.8567672177492374,0.2769743907188827
9841,500,500,0.4,280,ols,1.7586192753388272,0.6647406095423413
9842,500,500,0.4,280,ridge,1.8085607795811387,0.28297466749407196
9843,500,500,0.4,281,lasso,0.5014781565716877,0.20163939795397945
9844,500,500,0.4,281,ols,0.8141260450967962,0.2741487786895563
9845,500,500,0.4,281,ridge,0.7669850456926746,0.2132176181453288
9846,500,500,0.4,282,lasso,0.3403597404317777,0.15359043051172017
9847,500,500,0.4,282,ols,0.46444633943135305,0.16932591900267624
9848,500,500,0.4,282,ridge,0.4374781531522228,0.1605188915698817
9849,500,500,0.4,283,lasso,0.2929250973741568,0.201406658423478
9850,500,500,0.4,283,ols,79.7904771905707,0.3583377241254669
9851,500,500,0.4,283,ridge,61.1163166816423,0.20924868795592005
9852,500,500,0.4,284,lasso,0.925199705145036,0.30167068257814267
9853,500,500,0.4,284,ols,3.3562033304547136,0.6131082470262268
9854,500,500,0.4,284,ridge,2.7980051376967454,0.3710407542355164
9855,500,500,0.4,285,lasso,0.2763491475619183,0.14965906351155528
9856,500,500,0.4,285,ols,0.36193472764122825,0.23171023276467512
9857,500,500,0.4,285,ridge,0.31007464413326596,0.15591864381971154
9858,500,500,0.4,286,lasso,0.29199990037532925,0.20212608850851516
9859,500,500,0.4,286,ols,0.3154655669687676,0.25654715481751267
9860,500,500,0.4,286,ridge,0.33828676619562636,0.21657419801574002
9861,500,500,0.4,287,lasso,0.43097451506556983,0.2036919787416691
9862,500,500,0.4,287,ols,0.8213699557969008,0.23397935508255666
9863,500,500,0.4,287,ridge,0.8516746890739453,0.20674013656737256
9864,500,500,0.4,288,lasso,0.5916634199991014,0.15903841395193305
9865,500,500,0.4,288,ols,1.1433401861351529,0.1970606741478469
9866,500,500,0.4,288,ridge,1.1019251162890904,0.1595460232652231
9867,500,500,0.4,289,lasso,0.36157960347932333,0.16101584629606464
9868,500,500,0.4,289,ols,2.0509193771781407,0.1997249744399905
9869,500,500,0.4,289,ridge,2.2015267465670956,0.16294752853244565
9870,500,500,0.4,290,lasso,0.29919709705884917,0.17112750564158064
9871,500,500,0.4,290,ols,0.4362971119137624,0.2245754631403139
9872,500,500,0.4,290,ridge,0.4114889823578624,0.19489342771794965
9873,500,500,0.4,291,lasso,0.4261288808430469,0.16265228357983263
9874,500,500,0.4,291,ols,0.7436770611124235,0.2801748003923285
9875,500,500,0.4,291,ridge,0.5562132033931841,0.17270312785859915
9876,500,500,0.4,292,lasso,0.28336624988126424,0.20795489297306124
9877,500,500,0.4,292,ols,0.4408410945055539,0.2221112228378893
9878,500,500,0.4,292,ridge,0.4007643166898601,0.21559461666756824
9879,500,500,0.4,293,lasso,0.26831609041461285,0.19474711483483415
9880,500,500,0.4,293,ols,0.3314437243303514,0.35020303284203463
9881,500,500,0.4,293,ridge,0.3271843568883342,0.2036330420367691
9882,500,500,0.4,294,lasso,0.42796846684991824,0.19368092628515204
9883,500,500,0.4,294,ols,0.7758606560541064,0.4036109696319299
9884,500,500,0.4,294,ridge,0.6607844689624478,0.20509551803368298
9885,500,500,0.4,295,lasso,0.15430761196596093,0.152099867844836
9886,500,500,0.4,295,ols,0.18436169276156417,0.20837010223851285
9887,500,500,0.4,295,ridge,0.16420858853819345,0.1491245977780107
9888,500,500,0.4,296,lasso,0.7434754839163751,0.2745122755938926
9889,500,500,0.4,296,ols,2.8999937833618112,0.35538219414003136
9890,500,500,0.4,296,ridge,2.444871874370473,0.31412525358443777
9891,500,500,0.4,297,lasso,0.43318027805701154,0.19436403734573898
9892,500,500,0.4,297,ols,15.542921257818819,0.2732409982585369
9893,500,500,0.4,297,ridge,16.947004509000088,0.20787958084750263
9894,500,500,0.4,298,lasso,0.3152442227608173,0.17338263478885113
9895,500,500,0.4,298,ols,0.3895588846945006,0.2335545407325105
9896,500,500,0.4,298,ridge,0.35242588051613866,0.1984764286180307
9897,500,500,0.4,299,lasso,0.16430652313838023,0.15533662597274775
9898,500,500,0.4,299,ols,0.20575117519149988,0.1811717041180464
9899,500,500,0.4,299,ridge,0.19610188183814958,0.17001957455321795
9900,500,500,0.4,300,lasso,0.44902719719292405,0.34962307149672994
9901,500,500,0.4,300,ols,0.7254619079405518,0.4466004555727246
9902,500,500,0.4,300,ridge,0.7137165788740079,0.4223236044911048
9903,500,500,0.4,301,lasso,0.22567008759924667,0.18501458906125345
9904,500,500,0.4,301,ols,0.2763729367765643,0.2393693586670696
9905,500,500,0.4,301,ridge,0.24706886142818604,0.1941653004543538
9906,500,500,0.4,302,lasso,0.5675086604390318,0.19704866257758816
9907,500,500,0.4,302,ols,2.303441722195692,0.25460870232720734
9908,500,500,0.4,302,ridge,2.3494692333440055,0.21083835369070109
9909,500,500,0.4,303,lasso,0.403881986375058,0.2466074656601163
9910,500,500,0.4,303,ols,0.7415426972811587,0.345284518321686
9911,500,500,0.4,303,ridge,0.6410846748745672,0.28398152090975826
9912,500,500,0.4,304,lasso,0.2820629619017277,0.16105799524468115
9913,500,500,0.4,304,ols,0.31784704499906136,0.17453294605898315
9914,500,500,0.4,304,ridge,0.2996610784297254,0.16791431500887366
9915,500,500,0.4,305,lasso,0.29144233966440325,0.22107864723240062
9916,500,500,0.4,305,ols,0.3106157165705602,0.41910058808694356
9917,500,500,0.4,305,ridge,0.33489410405160996,0.23661273908805414
9918,500,500,0.4,306,lasso,0.4004758996604151,0.2210951855532597
9919,500,500,0.4,306,ols,0.4478103559522566,0.36050151691678
9920,500,500,0.4,306,ridge,0.45055106140270207,0.22934985711752354
9921,500,500,0.4,307,lasso,0.27321803941421885,0.18262455215323442
9922,500,500,0.4,307,ols,0.3321917038238764,0.19310666989021147
9923,500,500,0.4,307,ridge,0.3082024599554122,0.18886545140389588
9924,500,500,0.4,308,lasso,0.24565532747558555,0.1878545571663936
9925,500,500,0.4,308,ols,3.611108717658488,0.23307369686868595
9926,500,500,0.4,308,ridge,3.048719967314022,0.2055493468458151
9927,500,500,0.4,309,lasso,0.3153134678715861,0.20342927368148844
9928,500,500,0.4,309,ols,0.5671249129519917,0.3139079530584724
9929,500,500,0.4,309,ridge,0.4754297301665735,0.24557080932334685
9930,500,500,0.4,310,lasso,0.24459463589100972,0.14861530845965887
9931,500,500,0.4,310,ols,0.28144563705309356,0.2205320473208173
9932,500,500,0.4,310,ridge,0.2669428519100334,0.1538441249993278
9933,500,500,0.4,311,lasso,0.5554184515137388,0.25926077591439495
9934,500,500,0.4,311,ols,1.0831067930578842,0.3940554967049996
9935,500,500,0.4,311,ridge,1.0810438252046661,0.2831124373923084
9936,500,500,0.4,312,lasso,0.3042347527174868,0.23714495567481164
9937,500,500,0.4,312,ols,0.8378209084954469,0.30795298817412314
9938,500,500,0.4,312,ridge,0.8731170524422824,0.25744039149430353
9939,500,500,0.4,313,lasso,0.399685333301834,0.15441151719346996
9940,500,500,0.4,313,ols,0.7704940089304313,0.18531537478517535
9941,500,500,0.4,313,ridge,0.7868449860895105,0.15464352754621305
9942,500,500,0.4,314,lasso,0.3744990183170436,0.3384469214108232
9943,500,500,0.4,314,ols,0.42508057321158477,0.541081209880583
9944,500,500,0.4,314,ridge,0.44736386400442996,0.45189314096933175
9945,500,500,0.4,315,lasso,0.3530328741992417,0.20252310197309298
9946,500,500,0.4,315,ols,1.4370342329264574,0.30924738057183704
9947,500,500,0.4,315,ridge,1.299054316020957,0.21800291168133978
9948,500,500,0.4,316,lasso,0.3336554575053967,0.23319708368380276
9949,500,500,0.4,316,ols,0.4314356507162129,0.2524675893502982
9950,500,500,0.4,316,ridge,0.3865070504069169,0.23403444659201836
9951,500,500,0.4,317,lasso,0.45956496889716836,0.2539779945779454
9952,500,500,0.4,317,ols,1.4308153126682368,0.3514752878634517
9953,500,500,0.4,317,ridge,1.392151857759671,0.3148678357732666
9954,500,500,0.4,318,lasso,0.3052752019167735,0.22068251037058825
9955,500,500,0.4,318,ols,6.9550596370073885,0.423299580718678
9956,500,500,0.4,318,ridge,6.659909162874792,0.2413852200098873
9957,500,500,0.4,319,lasso,0.637258206294883,0.19811995347539557
9958,500,500,0.4,319,ols,2.0682768046162328,0.36504120750606417
9959,500,500,0.4,319,ridge,1.9800995856232384,0.2164809735009735
9960,500,500,0.4,320,lasso,0.3276466263277529,0.20926719155446183
9961,500,500,0.4,320,ols,0.3893013910448979,0.3233010154687608
9962,500,500,0.4,320,ridge,0.37540505041413297,0.20775510692900775
9963,500,500,0.4,321,lasso,0.5333088253284516,0.38842698572414136
9964,500,500,0.4,321,ols,3.1339684197768065,0.424679236157779
9965,500,500,0.4,321,ridge,2.6670748143445118,0.40299560269326695
9966,500,500,0.4,322,lasso,0.3271897769441724,0.26137328668222465
9967,500,500,0.4,322,ols,0.46617407059337523,0.3256297907132292
9968,500,500,0.4,322,ridge,0.5290671529332316,0.3049804213554617
9969,500,500,0.4,323,lasso,0.6396168364456745,0.37044084114594594
9970,500,500,0.4,323,ols,1.0266055879475833,0.8776851560372427
9971,500,500,0.4,323,ridge,1.066711236618087,0.39190940524766527
9972,500,500,0.4,324,lasso,0.37111872772514076,0.17777166866150002
9973,500,500,0.4,324,ols,0.6204785263061672,0.2494584803748053
9974,500,500,0.4,324,ridge,0.6962044142738917,0.1994512991479379
9975,500,500,0.4,325,lasso,0.2605699383235064,0.20099419087089085
9976,500,500,0.4,325,ols,0.32766826016175743,0.2458624129519732
9977,500,500,0.4,325,ridge,0.32623455181844785,0.2047164641958718
9978,500,500,0.4,326,lasso,0.3783693254416368,0.1812248293624911
9979,500,500,0.4,326,ols,0.4154748543267117,0.3396977584892331
9980,500,500,0.4,326,ridge,0.41126328517604904,0.18016027301888665
9981,500,500,0.4,327,lasso,0.343518936954891,0.16915169062393137
9982,500,500,0.4,327,ols,0.5236430556456628,0.23079532606614034
9983,500,500,0.4,327,ridge,0.4383530883637806,0.189611954772879
9984,500,500,0.4,328,lasso,0.5833563393597817,0.2260722966883038
9985,500,500,0.4,328,ols,2.8542178671770317,0.3270340239815303
9986,500,500,0.4,328,ridge,2.8170270914500923,0.2264139946555213
9987,500,500,0.4,329,lasso,0.3269826932089161,0.2052713255064964
9988,500,500,0.4,329,ols,3.096511394920303,0.43461922684084114
9989,500,500,0.4,329,ridge,2.9029491795558595,0.23571710700593324
9990,500,500,0.4,330,lasso,0.4195427425213941,0.21450797381572967
9991,500,500,0.4,330,ols,1.216905676727134,0.27200609275359955
9992,500,500,0.4,330,ridge,1.0777966853313967,0.245989932835955
9993,500,500,0.4,331,lasso,0.47910640413241,0.3103893498295768
9994,500,500,0.4,331,ols,0.7073923907882376,0.5506700362656503
9995,500,500,0.4,331,ridge,0.6430714467077594,0.39661072070865033
9996,500,500,0.4,332,lasso,0.3658561376227921,0.2479258155984198
9997,500,500,0.4,332,ols,0.6506119350010058,0.29136122566541434
9998,500,500,0.4,332,ridge,0.6189683954953578,0.25149944564190424
9999,500,500,0.4,333,lasso,0.6303191703252649,0.24178537588682544
10000,500,500,0.4,333,ols,0.9278621571687933,0.32853317994068854
10001,500,500,0.4,333,ridge,0.9918647331006947,0.2685470483147215
10002,500,500,0.4,334,lasso,0.649136466984936,0.1771416460480778
10003,500,500,0.4,334,ols,1.2543576506762897,0.18394137760252116
10004,500,500,0.4,334,ridge,1.2655490910703593,0.17660156916463415
10005,500,500,0.4,335,lasso,0.4891633005403397,0.16793042615538634
10006,500,500,0.4,335,ols,1.2146547151419078,0.21802218960673814
10007,500,500,0.4,335,ridge,0.8991359605992233,0.18010773309273914
10008,500,500,0.4,336,lasso,0.2576705060044612,0.22484750898413103
10009,500,500,0.4,336,ols,0.2786127756569121,0.3099404867593825
10010,500,500,0.4,336,ridge,0.27976965302393697,0.24514798551623868
10011,500,500,0.4,337,lasso,0.28081956279039466,0.19518865690896825
10012,500,500,0.4,337,ols,0.37800212184306337,0.2590753600012097
10013,500,500,0.4,337,ridge,0.37237624667098523,0.20981116241432335
10014,500,500,0.4,338,lasso,0.39816317251586303,0.1617723029317607
10015,500,500,0.4,338,ols,0.9053093975965076,0.1978944310003068
10016,500,500,0.4,338,ridge,0.7134447714660275,0.16533101808461909
10017,500,500,0.4,339,lasso,0.319425041841791,0.1909917096660484
10018,500,500,0.4,339,ols,0.3714321894397881,0.35246774294329275
10019,500,500,0.4,339,ridge,0.3831203582997176,0.1980238335996538
10020,500,500,0.4,340,lasso,0.2224274641572831,0.18354104042028024
10021,500,500,0.4,340,ols,0.2930470053560923,0.2497442582732254
10022,500,500,0.4,340,ridge,0.26305237192951736,0.19362191012052254
10023,500,500,0.4,341,lasso,0.3506775990240335,0.2062439769535292
10024,500,500,0.4,341,ols,0.4035354094936908,0.2690367492290354
10025,500,500,0.4,341,ridge,0.40699257857411253,0.2098011273632711
10026,500,500,0.4,342,lasso,0.4819887298783577,0.21276663466385864
10027,500,500,0.4,342,ols,0.6245184005024556,0.27166899834655334
10028,500,500,0.4,342,ridge,0.6214132679749338,0.22317809886278156
10029,500,500,0.4,343,lasso,0.22962787661049444,0.1341691320844025
10030,500,500,0.4,343,ols,0.23997719699154824,0.1601399617735684
10031,500,500,0.4,343,ridge,0.24555045593970315,0.14429348697280386
10032,500,500,0.4,344,lasso,0.4338735796703225,0.24342341437998444
10033,500,500,0.4,344,ols,0.6930667109297366,0.3539628831632433
10034,500,500,0.4,344,ridge,0.6996921365932385,0.25488374834624117
10035,500,500,0.4,345,lasso,0.22318268430444443,0.16188933371924935
10036,500,500,0.4,345,ols,0.32945640534366943,0.21021731167740604
10037,500,500,0.4,345,ridge,0.27702120158669863,0.16991526272773544
10038,500,500,0.4,346,lasso,0.25485164875677474,0.155962639563882
10039,500,500,0.4,346,ols,0.31628759312080923,0.22682108719275945
10040,500,500,0.4,346,ridge,0.29622719755855764,0.16466274440135625
10041,500,500,0.4,347,lasso,0.4124512204527777,0.36891242086221376
10042,500,500,0.4,347,ols,0.522883696828498,0.7145791708315917
10043,500,500,0.4,347,ridge,0.4773647475596,0.43817151091208983
10044,500,500,0.4,348,lasso,0.3302417534407498,0.14436056523399804
10045,500,500,0.4,348,ols,0.4672133762495775,0.1933978139000469
10046,500,500,0.4,348,ridge,0.39739912436858793,0.15447336484880753
10047,500,500,0.4,349,lasso,0.2453528376802632,0.1764346873491815
10048,500,500,0.4,349,ols,0.27386597684362457,0.19188261194181788
10049,500,500,0.4,349,ridge,0.26243336647483323,0.17934057913380042
10050,500,500,0.4,350,lasso,0.220127443171228,0.18996640248997737
10051,500,500,0.4,350,ols,0.2466228386919199,0.21694259947787245
10052,500,500,0.4,350,ridge,0.23810909665609875,0.19227983626378936
10053,500,500,0.4,351,lasso,0.6100256312283231,0.23955076345119375
10054,500,500,0.4,351,ols,1.8055930008476073,0.27199492044557194
10055,500,500,0.4,351,ridge,1.4498045601752296,0.2467487906088651
10056,500,500,0.4,352,lasso,0.22692489031347152,0.1512832973145236
10057,500,500,0.4,352,ols,0.32241156148425854,0.23728267864879335
10058,500,500,0.4,352,ridge,0.2748575257976304,0.1541756079506772
10059,500,500,0.4,353,lasso,0.2603316932715299,0.2362375484135668
10060,500,500,0.4,353,ols,0.3680261294758021,0.3095569649167849
10061,500,500,0.4,353,ridge,0.3267238865628237,0.26064321035222204
10062,500,500,0.4,354,lasso,0.5600441430840801,0.3078552358102265
10063,500,500,0.4,354,ols,1.2431231034047014,0.527464365149014
10064,500,500,0.4,354,ridge,1.3183595014561764,0.43791169513481076
10065,500,500,0.4,355,lasso,0.4853370631586843,0.41534545602690376
10066,500,500,0.4,355,ols,0.7606413595611103,0.5297264796457102
10067,500,500,0.4,355,ridge,0.7128548607460895,0.4049846394355102
10068,500,500,0.4,356,lasso,0.39071786117771923,0.13557551924464925
10069,500,500,0.4,356,ols,0.7394262527551698,0.1551193639767249
10070,500,500,0.4,356,ridge,0.7476158071399868,0.1388303763760679
10071,500,500,0.4,357,lasso,0.37655314525431105,0.23533688584819729
10072,500,500,0.4,357,ols,0.4412763516785946,0.5665449369679777
10073,500,500,0.4,357,ridge,0.4574713345050303,0.26416618552011717
10074,500,500,0.4,358,lasso,0.47305161552641906,0.19663169371060557
10075,500,500,0.4,358,ols,1.4519512931471494,0.22461493317132963
10076,500,500,0.4,358,ridge,1.2904305837582761,0.19963356650201292
10077,500,500,0.4,359,lasso,0.6574593558706155,0.227595736655845
10078,500,500,0.4,359,ols,1.4940356713406113,0.30711131882128573
10079,500,500,0.4,359,ridge,1.2608641230596587,0.2616403406070481
10080,500,500,0.4,360,lasso,0.342571084256659,0.19914742007226244
10081,500,500,0.4,360,ols,1.803665519631097,0.22581604593923704
10082,500,500,0.4,360,ridge,1.4222677623041202,0.207587634594857
10083,500,500,0.4,361,lasso,0.312957525595406,0.2398599640178915
10084,500,500,0.4,361,ols,0.5052783343187821,0.32918957642056584
10085,500,500,0.4,361,ridge,0.4218773494486011,0.25768944384418846
10086,500,500,0.4,362,lasso,0.48610257639540416,0.1968535167169416
10087,500,500,0.4,362,ols,1.1260678420194767,0.2877059802861963
10088,500,500,0.4,362,ridge,0.8749645762964116,0.20886541087801
10089,500,500,0.4,363,lasso,0.3321319432796165,0.18455268137500774
10090,500,500,0.4,363,ols,0.4879099595608339,0.20353813279839578
10091,500,500,0.4,363,ridge,0.46684352308008864,0.19257098852871019
10092,500,500,0.4,364,lasso,0.2694629223053788,0.30699229527960625
10093,500,500,0.4,364,ols,0.4046330014905914,0.4075368177506728
10094,500,500,0.4,364,ridge,0.3287296949796754,0.2977455302945192
10095,500,500,0.4,365,lasso,0.4869875935944634,0.1716116223292241
10096,500,500,0.4,365,ols,1.0359119827955627,0.2056297622764039
10097,500,500,0.4,365,ridge,0.9072752816074221,0.1745091490811453
10098,500,500,0.4,366,lasso,0.4067328368865517,0.1563946865728873
10099,500,500,0.4,366,ols,0.5811146938343048,0.23272917940153648
10100,500,500,0.4,366,ridge,0.5445525155603965,0.16525890979222416
10101,500,500,0.4,367,lasso,0.41318668216082594,0.23182156108839425
10102,500,500,0.4,367,ols,0.7558431392502919,0.26324566675716815
10103,500,500,0.4,367,ridge,0.5825246962174606,0.27217681185449705
10104,500,500,0.4,368,lasso,0.311981205023455,0.21427830074831783
10105,500,500,0.4,368,ols,0.45635033188684304,0.25500746021683574
10106,500,500,0.4,368,ridge,0.36854218808439293,0.2269589490399745
10107,500,500,0.4,369,lasso,0.4347677050064028,0.1637447028212892
10108,500,500,0.4,369,ols,0.8883196671416667,0.21386516952543955
10109,500,500,0.4,369,ridge,0.8766970088985319,0.17293087618223768
10110,500,500,0.4,370,lasso,0.339119509760198,0.1913591560621442
10111,500,500,0.4,370,ols,0.4730790125984006,0.22987876897886772
10112,500,500,0.4,370,ridge,0.4397376499424367,0.2001955702731966
10113,500,500,0.4,371,lasso,0.3399195332434512,0.17930952936347877
10114,500,500,0.4,371,ols,0.4834576279696515,0.2687268696810011
10115,500,500,0.4,371,ridge,0.45163450453476184,0.19068863159920624
10116,500,500,0.4,372,lasso,0.32748940028141754,0.1492808175081124
10117,500,500,0.4,372,ols,0.4695351483004756,0.2454979694084412
10118,500,500,0.4,372,ridge,0.4126440955567761,0.157116942958547
10119,500,500,0.4,373,lasso,0.43681442009993243,0.229664435297565
10120,500,500,0.4,373,ols,0.6637195806539913,0.319440285490057
10121,500,500,0.4,373,ridge,0.6218913145541801,0.24079074332971329
10122,500,500,0.4,374,lasso,0.20741038018164945,0.16681566844002554
10123,500,500,0.4,374,ols,0.24267721376713486,0.18800856920983733
10124,500,500,0.4,374,ridge,0.22124130046385976,0.1743655183169717
10125,500,500,0.4,375,lasso,0.3064987202872723,0.2425626531439396
10126,500,500,0.4,375,ols,0.413092281229913,0.5737023264620954
10127,500,500,0.4,375,ridge,0.34745118350416004,0.24606477478954195
10128,500,500,0.4,376,lasso,0.37837558867288,0.2330898524847791
10129,500,500,0.4,376,ols,0.5351827215109963,0.4362899059923864
10130,500,500,0.4,376,ridge,0.484549434898332,0.2656275479948367
10131,500,500,0.4,377,lasso,0.2533268161969755,0.1460352403082663
10132,500,500,0.4,377,ols,0.84451520500998,0.1637732711566898
10133,500,500,0.4,377,ridge,0.7525704672732543,0.15577745542999438
10134,500,500,0.4,378,lasso,0.2408766479512442,0.18396479494037044
10135,500,500,0.4,378,ols,0.2579170689538841,0.28587971881569435
10136,500,500,0.4,378,ridge,0.25366186744245856,0.199671270470593
10137,500,500,0.4,379,lasso,0.2296284321620993,0.1617016485964515
10138,500,500,0.4,379,ols,0.3140020115997808,0.19006305734979465
10139,500,500,0.4,379,ridge,0.26984268625386953,0.16730386560894228
10140,500,500,0.4,380,lasso,0.5295452299209251,0.2208689651725193
10141,500,500,0.4,380,ols,1.1400580837897367,0.38342454010845045
10142,500,500,0.4,380,ridge,0.939690511172491,0.2256585111278372
10143,500,500,0.4,381,lasso,0.5164747341756462,0.2397550591863667
10144,500,500,0.4,381,ols,1.2996517241676804,0.5088485901913581
10145,500,500,0.4,381,ridge,1.2653810493447497,0.2721437562557313
10146,500,500,0.4,382,lasso,0.2892612042677989,0.1481513034388226
10147,500,500,0.4,382,ols,0.7260415152257508,0.23016741125065665
10148,500,500,0.4,382,ridge,0.7310742322796997,0.1725980562071382
10149,500,500,0.4,383,lasso,0.41587804277140744,0.15861983330011095
10150,500,500,0.4,383,ols,0.6588749067811888,0.16806971988660094
10151,500,500,0.4,383,ridge,0.5687697445343471,0.15441480745279995
10152,500,500,0.4,384,lasso,0.5892570196746749,0.19377814670302185
10153,500,500,0.4,384,ols,1.4069551861012624,0.5121616530561233
10154,500,500,0.4,384,ridge,1.2330535574754946,0.2519842384439108
10155,500,500,0.4,385,lasso,0.4000659707336508,0.2286534940720455
10156,500,500,0.4,385,ols,0.6401243634803468,0.43973832239467336
10157,500,500,0.4,385,ridge,0.6301843522960225,0.26637512278979014
10158,500,500,0.4,386,lasso,0.2970158218990685,0.1551790597494187
10159,500,500,0.4,386,ols,0.3456701933135336,0.22353870679563245
10160,500,500,0.4,386,ridge,0.36459351505720056,0.1522156731889358
10161,500,500,0.4,387,lasso,0.46123826958952835,0.17488925510178
10162,500,500,0.4,387,ols,0.9746533929328667,0.25333629795106777
10163,500,500,0.4,387,ridge,0.8549511140938084,0.1798401806412187
10164,500,500,0.4,388,lasso,0.4365905299021656,0.20290366273686544
10165,500,500,0.4,388,ols,0.6234189279524089,0.2647794693365334
10166,500,500,0.4,388,ridge,0.5921603118038833,0.21358511963561372
10167,500,500,0.4,389,lasso,0.36833038908348925,0.19021824501013518
10168,500,500,0.4,389,ols,0.6342468048340023,0.2752115840269469
10169,500,500,0.4,389,ridge,0.559842544436122,0.1954807137992896
10170,500,500,0.4,390,lasso,0.5343034578802555,0.2632780071362256
10171,500,500,0.4,390,ols,1.177776849346112,0.3332329733122696
10172,500,500,0.4,390,ridge,1.077964399655714,0.2942172661593385
10173,500,500,0.4,391,lasso,0.5629276741317417,0.1972993328710726
10174,500,500,0.4,391,ols,0.9050261242384214,0.22743510960539487
10175,500,500,0.4,391,ridge,0.9175633800668483,0.20246718950765674
10176,500,500,0.4,392,lasso,0.4471249260637019,0.24170205351089014
10177,500,500,0.4,392,ols,0.6676109486700668,0.3018529464799926
10178,500,500,0.4,392,ridge,0.6688314256861261,0.2529913337425887
10179,500,500,0.4,393,lasso,0.29443783584736827,0.1690178503106646
10180,500,500,0.4,393,ols,0.37013191890082425,0.27764148471996475
10181,500,500,0.4,393,ridge,0.395041006014416,0.1721742379835399
10182,500,500,0.4,394,lasso,0.36478910010133847,0.1283677331644365
10183,500,500,0.4,394,ols,0.8907395108825726,0.1408243874647105
10184,500,500,0.4,394,ridge,0.7209053009550876,0.12847841730571918
10185,500,500,0.4,395,lasso,0.4408162566921039,0.3277969547165635
10186,500,500,0.4,395,ols,0.6444395040846486,0.5008733499660166
10187,500,500,0.4,395,ridge,0.6057502459152462,0.4170978607234975
10188,500,500,0.4,396,lasso,0.4623576795979486,0.3948680936793454
10189,500,500,0.4,396,ols,0.800751498611463,0.48416873365215074
10190,500,500,0.4,396,ridge,0.5038083399284856,0.4200163110149105
10191,500,500,0.4,397,lasso,0.1799562126024783,0.14783955165493345
10192,500,500,0.4,397,ols,0.1994873771693083,0.288831726916539
10193,500,500,0.4,397,ridge,0.18890618416169325,0.1579564968472528
10194,500,500,0.4,398,lasso,0.40856981794205893,0.288012982379257
10195,500,500,0.4,398,ols,0.48606477007562865,0.5225193903158458
10196,500,500,0.4,398,ridge,0.47381607393730724,0.31749630741209056
10197,500,500,0.4,399,lasso,0.32165250167085274,0.2133460676218214
10198,500,500,0.4,399,ols,0.42838904184260906,0.8126063614455546
10199,500,500,0.4,399,ridge,0.34378978448730063,0.2289132297855252
10200,500,500,0.4,400,lasso,0.43641792752563224,0.27048236196547
10201,500,500,0.4,400,ols,1.164978256518657,0.6049845536998149
10202,500,500,0.4,400,ridge,1.1061479395566263,0.28746823115213255
10203,500,500,0.4,401,lasso,0.15205500963230828,0.13532227354516402
10204,500,500,0.4,401,ols,0.1687146487979716,0.20156268492893686
10205,500,500,0.4,401,ridge,0.1577426669354722,0.13619823075151882
10206,500,500,0.4,402,lasso,0.24667827882724663,0.18393059387914856
10207,500,500,0.4,402,ols,0.49121190641321777,0.21401905153467882
10208,500,500,0.4,402,ridge,0.41151732559635656,0.18189080000896504
10209,500,500,0.4,403,lasso,0.18176895751033434,0.18432206815142305
10210,500,500,0.4,403,ols,0.198670121027249,0.2510996108212804
10211,500,500,0.4,403,ridge,0.19433391171062392,0.18724850250989855
10212,500,500,0.4,404,lasso,0.29024410215139135,0.1690158672035033
10213,500,500,0.4,404,ols,0.36041532091179984,0.18345314407931676
10214,500,500,0.4,404,ridge,0.35683274694597444,0.16903759827996723
